tree_id,xmin,ymin,xmax,ymax,label,score,geometry,crown_width_px,crown_height_px,crown_area_px
Tree_11,276.57358,251.71736,720.10126,699.05743,Tree,0.13948677,"POLYGON ((720.1012573242188 251.7173614501953, 720.1012573242188 699.0574340820312, 276.5735778808594 699.0574340820312, 276.5735778808594 251.7173614501953, 720.1012573242188 251.7173614501953))",443.52768,447.3401,198407.72
Tree_12,303.10626,1300.7574,673.3593,1652.2097,Tree,0.13917603,"POLYGON ((673.3593139648438 1300.7574462890625, 673.3593139648438 1652.209716796875, 303.10626220703125 1652.209716796875, 303.10626220703125 1300.7574462890625, 673.3593139648438 1300.7574462890625))",370.25305,351.45227,130126.27
Tree_13,371.5037,902.7749,632.62036,1169.8743,Tree,0.13061617,"POLYGON ((632.620361328125 902.77490234375, 632.620361328125 1169.874267578125, 371.5036926269531 1169.874267578125, 371.5036926269531 902.77490234375, 632.620361328125 902.77490234375))",261.11667,267.09937,69744.09
Tree_14,9.316355,522.6567,370.51184,941.56287,Tree,0.12657431,"POLYGON ((370.5118408203125 522.6566772460938, 370.5118408203125 941.5628662109375, 9.316354751586914 941.5628662109375, 9.316354751586914 522.6566772460938, 370.5118408203125 522.6566772460938))",361.1955,418.9062,151307.03
Tree_15,3072.584,0.0,3265.5774,63.46387,Tree,0.1219915,"POLYGON ((3265.577392578125 0, 3265.577392578125 63.463871002197266, 3072.583984375 63.463871002197266, 3072.583984375 0, 3265.577392578125 0))",192.99341,63.46387,12248.108
Tree_16,1410.9252,507.03995,1802.1278,892.8226,Tree,0.11840131,"POLYGON ((1802.1278076171875 507.0399475097656, 1802.1278076171875 892.8225708007812, 1410.9251708984375 892.8225708007812, 1410.9251708984375 507.0399475097656, 1802.1278076171875 507.0399475097656))",391.20264,385.78262,150919.17
Tree_17,682.03436,344.84616,1152.3102,755.8883,Tree,0.11829798,"POLYGON ((1152.3101806640625 344.8461608886719, 1152.3101806640625 755.8883056640625, 682.0343627929688 755.8883056640625, 682.0343627929688 344.8461608886719, 1152.3101806640625 344.8461608886719))",470.27582,411.04214,193303.19
Tree_18,2816.5159,14.371845,3060.3157,238.05058,Tree,0.10640428,"POLYGON ((3060.315673828125 14.371845245361328, 3060.315673828125 238.0505828857422, 2816.515869140625 238.0505828857422, 2816.515869140625 14.371845245361328, 3060.315673828125 14.371845245361328))",243.7998,223.67874,54532.832
Tree_19,2301.9553,1320.939,2579.1648,1599.6898,Tree,0.105765164,"POLYGON ((2579.164794921875 1320.93896484375, 2579.164794921875 1599.6898193359375, 2301.955322265625 1599.6898193359375, 2301.955322265625 1320.93896484375, 2579.164794921875 1320.93896484375))",277.20947,278.75085,77272.375
Tree_20,1603.7985,0.0,2069.7363,276.8939,Tree,0.104990065,"POLYGON ((2069.736328125 0, 2069.736328125 276.8938903808594, 1603.7984619140625 276.8938903808594, 1603.7984619140625 0, 2069.736328125 0))",465.93787,276.8939,129015.35
