tree_id,xmin,ymin,xmax,ymax,label,score,geometry,crown_width_px,crown_height_px,crown_area_px
Tree_11,2727.8796,1137.3193,3086.3652,1486.602,Tree,0.19425629,"POLYGON ((3086.365234375 1137.3193359375, 3086.365234375 1486.60205078125, 2727.879638671875 1486.60205078125, 2727.879638671875 1137.3193359375, 3086.365234375 1137.3193359375))",358.4856,349.2827,125212.82
Tree_12,2521.5486,477.99866,2932.3333,885.07227,Tree,0.19289273,"POLYGON ((2932.333251953125 477.9986572265625, 2932.333251953125 885.072265625, 2521.548583984375 885.072265625, 2521.548583984375 477.9986572265625, 2932.333251953125 477.9986572265625))",410.78467,407.0736,167219.6
Tree_13,2214.7527,737.7756,2600.3577,1115.2395,Tree,0.16460945,"POLYGON ((2600.357666015625 737.7755737304688, 2600.357666015625 1115.239501953125, 2214.752685546875 1115.239501953125, 2214.752685546875 737.7755737304688, 2600.357666015625 737.7755737304688))",385.60498,377.46393,145551.97
Tree_14,2400.3157,2866.1775,2802.4343,3072.0,Tree,0.15985473,"POLYGON ((2802.434326171875 2866.177490234375, 2802.434326171875 3072, 2400.315673828125 3072, 2400.315673828125 2866.177490234375, 2802.434326171875 2866.177490234375))",402.11865,205.82251,82765.07
Tree_15,817.8279,9.314649,1393.2905,270.7387,Tree,0.15803456,"POLYGON ((1393.29052734375 9.314648628234863, 1393.29052734375 270.73870849609375, 817.827880859375 270.73870849609375, 817.827880859375 9.314648628234863, 1393.29052734375 9.314648628234863))",575.46265,261.42407,150439.78
Tree_16,245.87022,794.6965,473.75015,1031.5054,Tree,0.15732343,"POLYGON ((473.7501525878906 794.6964721679688, 473.7501525878906 1031.50537109375, 245.87022399902344 1031.50537109375, 245.87022399902344 794.6964721679688, 473.7501525878906 794.6964721679688))",227.87993,236.8089,53963.996
Tree_17,919.0835,486.86148,1521.9974,1100.6472,Tree,0.15312883,"POLYGON ((1521.9974365234375 486.8614807128906, 1521.9974365234375 1100.647216796875, 919.08349609375 1100.647216796875, 919.08349609375 486.8614807128906, 1521.9974365234375 486.8614807128906))",602.91394,613.78577,370060.0
Tree_18,3191.4844,815.4848,3741.921,1390.992,Tree,0.14827581,"POLYGON ((3741.9208984375 815.4848022460938, 3741.9208984375 1390.991943359375, 3191.484375 1390.991943359375, 3191.484375 815.4848022460938, 3741.9208984375 815.4848022460938))",550.4365,575.50714,316780.16
Tree_19,3543.0276,1449.9271,3961.0493,1845.3455,Tree,0.14487636,"POLYGON ((3961.04931640625 1449.9271240234375, 3961.04931640625 1845.345458984375, 3543.027587890625 1845.345458984375, 3543.027587890625 1449.9271240234375, 3961.04931640625 1449.9271240234375))",418.02173,395.41833,165293.45
Tree_20,0.0,69.30902,293.47086,524.79047,Tree,0.13913748,"POLYGON ((293.4708557128906 69.30902099609375, 293.4708557128906 524.7904663085938, 0 524.7904663085938, 0 69.30902099609375, 293.4708557128906 69.30902099609375))",293.47086,455.48145,133670.53
Tree_21,3194.8928,142.58229,3430.9102,347.2307,Tree,0.13675942,"POLYGON ((3430.91015625 142.58229064941406, 3430.91015625 347.230712890625, 3194.892822265625 347.230712890625, 3194.892822265625 142.58229064941406, 3430.91015625 142.58229064941406))",236.01733,204.64842,48300.574
Tree_22,1668.5533,111.10378,2085.731,534.47974,Tree,0.12459967,"POLYGON ((2085.73095703125 111.1037826538086, 2085.73095703125 534.479736328125, 1668.5533447265625 534.479736328125, 1668.5533447265625 111.1037826538086, 2085.73095703125 111.1037826538086))",417.1776,423.37595,176622.97
Tree_23,2591.2517,1998.7682,3081.05,2500.2153,Tree,0.1212036,"POLYGON ((3081.050048828125 1998.7681884765625, 3081.050048828125 2500.21533203125, 2591.251708984375 2500.21533203125, 2591.251708984375 1998.7681884765625, 3081.050048828125 1998.7681884765625))",489.79834,501.44714,245607.98
Tree_24,3689.8252,2358.2454,4066.8823,2745.1343,Tree,0.120093904,"POLYGON ((4066.88232421875 2358.245361328125, 4066.88232421875 2745.13427734375, 3689.8251953125 2745.13427734375, 3689.8251953125 2358.245361328125, 4066.88232421875 2358.245361328125))",377.05713,386.88892,145879.22
