tree_id,xmin,ymin,xmax,ymax,label,score,geometry,crown_width_px,crown_height_px,crown_area_px
Tree_15,697.27094,629.50714,1043.009,987.8619,Tree,0.2700912,"POLYGON ((1043.009033203125 629.5071411132812, 1043.009033203125 987.8618774414062, 697.2709350585938 987.8618774414062, 697.2709350585938 629.5071411132812, 1043.009033203125 629.5071411132812))",345.7381,358.35474,123896.88
Tree_16,11.878753,492.3238,210.74985,752.0585,Tree,0.24274717,"POLYGON ((210.74984741210938 492.32379150390625, 210.74984741210938 752.0584716796875, 11.878752708435059 752.0584716796875, 11.878752708435059 492.32379150390625, 210.74984741210938 492.32379150390625))",198.8711,259.73468,51653.72
Tree_17,2415.67,632.301,2573.6296,789.0747,Tree,0.22074106,"POLYGON ((2573.629638671875 632.301025390625, 2573.629638671875 789.07470703125, 2415.669921875 789.07470703125, 2415.669921875 632.301025390625, 2573.629638671875 632.301025390625))",157.95972,156.77368,24763.926
Tree_18,1631.0016,672.85236,2014.4656,1060.4963,Tree,0.21095997,"POLYGON ((2014.465576171875 672.8523559570312, 2014.465576171875 1060.496337890625, 1631.0015869140625 1060.496337890625, 1631.0015869140625 672.8523559570312, 2014.465576171875 672.8523559570312))",383.464,387.64398,148647.5
Tree_19,0.27828917,903.93414,57.841793,1182.3531,Tree,0.20824441,"POLYGON ((57.841793060302734 903.9341430664062, 57.841793060302734 1182.3531494140625, 0.2782891690731049 1182.3531494140625, 0.2782891690731049 903.9341430664062, 57.841793060302734 903.9341430664062))",57.563503,278.419,16026.773
Tree_20,1640.8082,514.3507,1802.2539,687.6275,Tree,0.19783866,"POLYGON ((1802.25390625 514.3507080078125, 1802.25390625 687.6275024414062, 1640.8082275390625 687.6275024414062, 1640.8082275390625 514.3507080078125, 1802.25390625 514.3507080078125))",161.44568,173.2768,27974.79
Tree_21,983.2088,115.82114,1235.2474,382.92227,Tree,0.1973606,"POLYGON ((1235.2474365234375 115.82113647460938, 1235.2474365234375 382.9222717285156, 983.2088012695312 382.9222717285156, 983.2088012695312 115.82113647460938, 1235.2474365234375 115.82113647460938))",252.03864,267.10114,67319.805
Tree_22,2881.7053,765.90076,3067.3008,963.43,Tree,0.18113378,"POLYGON ((3067.30078125 765.9007568359375, 3067.30078125 963.4299926757812, 2881.705322265625 963.4299926757812, 2881.705322265625 765.9007568359375, 3067.30078125 765.9007568359375))",185.59546,197.52924,36660.527
Tree_23,1304.8937,1577.4541,1556.2616,1844.1285,Tree,0.1775292,"POLYGON ((1556.2615966796875 1577.4541015625, 1556.2615966796875 1844.1285400390625, 1304.8936767578125 1844.1285400390625, 1304.8936767578125 1577.4541015625, 1556.2615966796875 1577.4541015625))",251.36792,266.67444,67033.4
Tree_24,0.17545146,1266.0309,127.295395,1580.253,Tree,0.17650084,"POLYGON ((127.29539489746094 1266.0308837890625, 127.29539489746094 1580.2530517578125, 0.1754514575004578 1580.2530517578125, 0.1754514575004578 1266.0308837890625, 127.29539489746094 1266.0308837890625))",127.11994,314.22217,39943.902
Tree_25,2093.1194,658.95557,2358.6367,925.348,Tree,0.1596497,"POLYGON ((2358.63671875 658.95556640625, 2358.63671875 925.3480224609375, 2093.119384765625 925.3480224609375, 2093.119384765625 658.95556640625, 2358.63671875 658.95556640625))",265.51733,266.39246,70731.81
Tree_26,979.18304,1105.8387,1232.9028,1375.2413,Tree,0.14643463,"POLYGON ((1232.90283203125 1105.8387451171875, 1232.90283203125 1375.2413330078125, 979.1830444335938 1375.2413330078125, 979.1830444335938 1105.8387451171875, 1232.90283203125 1105.8387451171875))",253.71979,269.4026,68352.766
Tree_27,560.2656,1049.0085,895.7502,1358.5654,Tree,0.12718284,"POLYGON ((895.7501831054688 1049.008544921875, 895.7501831054688 1358.5654296875, 560.265625 1358.5654296875, 560.265625 1049.008544921875, 895.7501831054688 1049.008544921875))",335.48456,309.5569,103851.555
Tree_28,2546.303,2590.0083,3068.12,3055.3264,Tree,0.111753985,"POLYGON ((3068.1201171875 2590.00830078125, 3068.1201171875 3055.326416015625, 2546.302978515625 3055.326416015625, 2546.302978515625 2590.00830078125, 3068.1201171875 2590.00830078125))",521.81714,465.3181,242810.97
