tree_id,bbox_x,bbox_y,bbox_w,bbox_h,area_px,max_height_m,mean_height_m,center_x_px,center_y_px
DINOV3_0055,2666,837,35,19,608,inf,inf,2683,846
DINOV3_0056,2995,869,11,11,112,inf,inf,3000,874
DINOV3_0057,3459,873,27,19,320,inf,inf,3472,882
DINOV3_0058,2658,877,47,51,1424,inf,inf,2681,902
DINOV3_0059,3255,877,123,91,4384,inf,inf,3316,922
DINOV3_0060,3387,885,15,27,240,inf,inf,3394,898
DINOV3_0061,3419,889,19,23,400,inf,inf,3428,900
DINOV3_0062,3031,905,19,39,640,inf,inf,3040,924
DINOV3_0063,3595,909,31,11,256,inf,inf,3610,914
DINOV3_0064,3403,917,19,19,208,inf,inf,3412,926
DINOV3_0065,3627,921,39,7,192,inf,inf,3646,924
DINOV3_0066,3435,933,19,11,160,inf,inf,3444,938
DINOV3_0067,2646,941,55,128,4332,inf,inf,2673,1005
DINOV3_0068,3615,949,47,27,912,inf,inf,3638,962
DINOV3_0069,2991,969,59,51,1232,inf,inf,3020,994
DINOV3_0070,3407,1005,15,20,268,inf,inf,3414,1015
DINOV3_0071,3855,1013,43,44,884,inf,inf,3876,1035
DINOV3_0072,3663,1021,23,20,356,inf,inf,3674,1031
DINOV3_0073,3695,1021,31,40,520,inf,inf,3710,1041
DINOV3_0074,3443,1030,55,23,560,inf,inf,3470,1041
DINOV3_0075,2999,1038,47,43,960,inf,inf,3022,1059
DINOV3_0076,3635,1038,15,19,224,inf,inf,3642,1047
DINOV3_0077,3359,1046,143,163,10320,inf,inf,3430,1127
DINOV3_0078,1,1066,587,1220,145068,inf,inf,294,1676
DINOV3_0079,2590,1082,111,1008,48224,inf,inf,2645,1586
DINOV3_0080,3823,1090,51,67,1840,inf,inf,3848,1123
DINOV3_0081,4015,1094,15,27,240,inf,inf,4022,1107
DINOV3_0082,3003,1106,71,87,2880,inf,inf,3038,1149
DINOV3_0083,855,1108,276,225,37874,8.26,3.36,993,1220
DINOV3_0084,3503,1122,127,119,4672,inf,inf,3566,1181
DINOV3_0085,3623,1146,19,7,112,inf,inf,3632,1149
DINOV3_0086,3807,1146,35,19,560,inf,inf,3824,1155
DINOV3_0087,3307,1186,119,87,3536,inf,inf,3366,1229
DINOV3_0088,3815,1186,19,11,160,inf,inf,3824,1191
DINOV3_0089,3871,1186,23,51,640,inf,inf,3882,1211
DINOV3_0090,2923,1198,27,11,224,inf,inf,2936,1203
DINOV3_0091,2947,1202,151,391,27024,inf,inf,3022,1397
DINOV3_0092,3943,1210,79,35,1072,inf,inf,3982,1227
DINOV3_0093,777,1226,27,31,560,inf,inf,790,1241
DINOV3_0094,2887,1226,27,27,576,inf,inf,2900,1239
DINOV3_0095,3659,1226,127,115,2992,inf,inf,3722,1283
DINOV3_0096,3535,1230,75,55,1360,inf,inf,3572,1257
DINOV3_0097,3263,1234,23,15,288,inf,inf,3274,1241
DINOV3_0098,3971,1246,51,27,800,inf,inf,3996,1259
DINOV3_0099,3471,1278,275,135,8384,inf,inf,3608,1345
DINOV3_0100,3783,1282,31,19,464,inf,inf,3798,1291
DINOV3_0101,4051,1282,23,31,336,inf,inf,4062,1297
DINOV3_0102,3179,1306,43,23,528,inf,inf,3200,1317
DINOV3_0103,3583,1314,43,23,512,inf,inf,3604,1325
DINOV3_0104,3671,1314,39,31,688,inf,inf,3690,1329
DINOV3_0105,3143,1334,19,11,208,inf,inf,3152,1339
DINOV3_0106,3155,1342,107,107,6176,inf,inf,3208,1395
DINOV3_0107,3447,1342,19,7,112,inf,inf,3456,1345
DINOV3_0108,3367,1346,35,19,432,inf,inf,3384,1355
DINOV3_0109,1030,1350,45,17,460,1.2,1.07,1052,1358
DINOV3_0110,3635,1358,43,7,304,inf,inf,3656,1361
DINOV3_0111,3283,1374,15,7,112,inf,inf,3290,1377
DINOV3_0112,3431,1374,27,15,224,inf,inf,3444,1381
DINOV3_0113,2883,1394,55,27,768,inf,inf,2910,1407
DINOV3_0114,3739,1402,271,131,11616,inf,inf,3874,1467
DINOV3_0115,3307,1410,283,255,18896,inf,inf,3448,1537
DINOV3_0116,3655,1430,99,19,1056,inf,inf,3704,1439
DINOV3_0117,417,1438,51,27,864,inf,inf,442,1451
DINOV3_0118,3191,1482,11,11,112,inf,inf,3196,1487
DINOV3_0119,77,1498,23,11,160,inf,inf,88,1503
DINOV3_0120,800,1505,334,248,61318,19.42,9.03,967,1629
DINOV3_0121,3679,1534,27,19,432,inf,inf,3692,1543
DINOV3_0122,3791,1538,15,27,272,inf,inf,3798,1551
DINOV3_0123,2859,1558,27,11,160,inf,inf,2872,1563
DINOV3_0124,2999,1594,27,19,384,inf,inf,3012,1603
DINOV3_0125,3543,1594,139,127,5904,inf,inf,3612,1657
DINOV3_0126,3007,1610,47,163,2960,inf,inf,3030,1691
DINOV3_0127,3799,1650,15,11,144,inf,inf,3806,1655
DINOV3_0128,101,1674,19,11,160,inf,inf,110,1679
DINOV3_0129,3755,1706,35,27,736,inf,inf,3772,1719
DINOV3_0130,3751,1742,51,27,848,inf,inf,3776,1755
DINOV3_0131,2731,1770,1364,1300,783051,inf,inf,3413,2420
DINOV3_0132,3939,1798,55,43,1712,inf,inf,3966,1819
DINOV3_0133,3803,1810,23,39,544,inf,inf,3814,1829
DINOV3_0134,746,1872,349,217,61193,16.65,8.19,920,1980
DINOV3_0135,2995,1874,35,19,480,inf,inf,3012,1883
DINOV3_0136,3727,1914,15,15,192,inf,inf,3734,1921
DINOV3_0137,2662,1918,11,15,160,inf,inf,2667,1925
DINOV3_0138,2975,1966,115,172,9028,inf,inf,3032,2052
DINOV3_0139,409,2002,43,7,256,inf,inf,430,2005
DINOV3_0140,385,2051,71,51,1952,inf,inf,420,2076
DINOV3_0141,2662,2071,23,55,720,inf,inf,2673,2098
DINOV3_0142,2614,2107,27,43,768,inf,inf,2627,2128
DINOV3_0143,57,2119,107,31,1744,inf,inf,110,2134
DINOV3_0144,3103,2123,31,19,416,inf,inf,3118,2132
DINOV3_0145,3007,2139,11,11,112,inf,inf,3012,2144
DINOV3_0146,2626,2171,43,15,384,inf,inf,2647,2178
DINOV3_0147,3003,2171,15,15,176,inf,inf,3010,2178
DINOV3_0148,265,2179,27,23,512,inf,inf,278,2190
DINOV3_0149,329,2199,31,51,800,inf,inf,344,2224
DINOV3_0150,85,2219,39,39,1120,inf,inf,104,2238
DINOV3_0151,2082,2219,23,23,320,inf,inf,2093,2230
DINOV3_0152,2662,2251,11,15,128,inf,inf,2667,2258
DINOV3_0153,193,2255,23,15,304,inf,inf,204,2262
DINOV3_0154,712,2266,336,266,62828,17.54,9.77,880,2399
DINOV3_0155,2022,2279,275,323,32720,inf,inf,2159,2440
DINOV3_0156,3891,2280,12,13,138,1.16,1.08,3897,2286
DINOV3_0157,2622,2287,11,23,192,inf,inf,2627,2298
DINOV3_0158,2666,2287,11,11,128,inf,inf,2671,2292
DINOV3_0159,1,2299,39,59,736,inf,inf,20,2328
DINOV3_0160,177,2299,27,23,448,inf,inf,190,2310
DINOV3_0161,2038,2311,27,27,400,inf,inf,2051,2324
DINOV3_0162,2662,2319,15,27,304,inf,inf,2669,2332
DINOV3_0163,2658,2355,15,23,336,inf,inf,2665,2366
DINOV3_0164,2626,2367,11,19,160,inf,inf,2631,2376
DINOV3_0165,1,2395,11,395,2320,inf,inf,6,2592
DINOV3_0166,1850,2435,63,91,3792,inf,inf,1881,2480
DINOV3_0167,3359,2559,15,11,144,inf,inf,3366,2564
DINOV3_0168,1950,2579,79,99,4416,inf,inf,1989,2628
DINOV3_0169,3311,2579,111,59,2240,inf,inf,3366,2608
DINOV3_0170,3419,2639,19,11,176,inf,inf,3428,2644
DINOV3_0171,3375,2659,27,23,448,inf,inf,3388,2670
DINOV3_0172,3471,2675,67,31,1232,inf,inf,3504,2690
DINOV3_0173,2466,2683,15,19,144,inf,inf,2473,2692
DINOV3_0174,2450,2703,15,15,160,inf,inf,2457,2710
DINOV3_0175,3567,2711,59,35,848,inf,inf,3596,2728
DINOV3_0176,3491,2715,23,19,304,inf,inf,3502,2724
DINOV3_0177,3515,2731,35,15,320,inf,inf,3532,2738
DINOV3_0178,21,2743,59,47,1744,inf,inf,50,2766
DINOV3_0179,3563,2743,15,15,192,inf,inf,3570,2750
DINOV3_0180,2422,2751,15,19,240,inf,inf,2429,2760
DINOV3_0181,3439,2759,23,19,224,inf,inf,3450,2768
DINOV3_0182,3471,2767,47,19,464,inf,inf,3494,2776
DINOV3_0183,3647,2783,43,31,544,inf,inf,3668,2798
DINOV3_0184,3491,2795,27,15,304,inf,inf,3504,2802
DINOV3_0185,2378,2819,59,51,1312,inf,inf,2407,2844
DINOV3_0186,1,2823,15,31,320,inf,inf,8,2838
DINOV3_0187,1,2891,87,103,3648,inf,inf,44,2942
DINOV3_0188,2218,2935,215,135,9056,inf,inf,2325,3002
DINOV3_0189,3415,2975,31,15,320,inf,inf,3430,2982
DINOV3_0190,3107,3011,15,11,112,inf,inf,3114,3016
DINOV3_0191,1249,3047,115,23,1264,inf,inf,1306,3058
DINOV3_0192,2030,3051,123,19,1136,inf,inf,2091,3060
DINOV3_0193,1,3055,47,15,336,inf,inf,24,3062
DINOV3_0194,2462,3055,267,15,1664,inf,inf,2595,3062
DINOV3_0195,1366,3059,387,11,2096,inf,inf,1559,3064
DINOV3_0196,1037,3063,59,7,336,inf,inf,1066,3066
DINOV3_0197,1117,3063,55,7,240,inf,inf,1144,3066
DINOV3_0198,249,3067,39,3,160,inf,inf,268,3068
DINOV3_0199,969,3067,51,3,208,inf,inf,994,3068
DINOV3_0200,1874,3067,35,3,144,inf,inf,1891,3068
DINOV3_0201,1950,3067,27,3,112,inf,inf,1963,3068
