tree_id,bbox_x,bbox_y,bbox_w,bbox_h,area_px,max_height_m,mean_height_m,center_x_px,center_y_px
DINOV3_0042,2851,473,23,11,192,inf,inf,2862,478
DINOV3_0043,1101,485,35,23,432,inf,inf,1118,496
DINOV3_0044,2334,505,231,39,4464,inf,inf,2449,524
DINOV3_0045,189,509,31,55,992,inf,inf,204,536
DINOV3_0046,2847,525,35,67,960,inf,inf,2864,558
DINOV3_0047,545,529,47,23,640,inf,inf,568,540
DINOV3_0048,2582,537,15,19,176,inf,inf,2589,546
DINOV3_0049,3015,569,39,11,288,inf,inf,3034,574
DINOV3_0050,3403,569,163,63,4016,inf,inf,3484,600
DINOV3_0051,313,573,19,11,128,inf,inf,322,578
DINOV3_0052,445,601,39,15,464,inf,inf,464,608
DINOV3_0053,1290,606,57,26,1130,2.21,1.45,1318,619
DINOV3_0054,2855,613,35,15,384,inf,inf,2872,620
DINOV3_0055,2526,629,123,111,7696,inf,inf,2587,684
DINOV3_0056,3515,629,351,15,3632,inf,inf,3690,636
DINOV3_0057,2991,633,19,15,256,inf,inf,3000,640
DINOV3_0058,3399,653,207,99,7776,inf,inf,3502,702
DINOV3_0059,2859,657,27,11,208,inf,inf,2872,662
DINOV3_0060,3719,665,131,23,1056,inf,inf,3784,676
DINOV3_0061,113,681,47,31,1056,inf,inf,136,696
DINOV3_0062,1366,681,23,59,912,inf,inf,1377,710
DINOV3_0063,2859,693,27,11,256,inf,inf,2872,698
DINOV3_0064,3299,697,43,31,512,inf,inf,3320,712
DINOV3_0065,3619,709,287,99,13984,inf,inf,3762,758
DINOV3_0066,881,765,19,7,128,inf,inf,890,768
DINOV3_0067,1217,793,19,11,192,inf,inf,1226,798
DINOV3_0068,1237,793,43,31,528,inf,inf,1258,808
DINOV3_0069,3359,825,23,11,176,inf,inf,3370,830
DINOV3_0070,3271,825,547,87,16320,inf,inf,3544,868
DINOV3_0071,1177,829,67,31,1008,inf,inf,1210,844
DINOV3_0072,26,836,292,196,30246,21.07,7.39,172,934
DINOV3_0073,2863,841,403,19,4384,inf,inf,3064,850
DINOV3_0074,1069,857,15,11,160,inf,inf,1076,862
DINOV3_0075,1069,869,39,51,800,inf,inf,1088,894
DINOV3_0076,1229,869,27,11,192,inf,inf,1242,874
DINOV3_0077,1462,873,19,11,176,inf,inf,1471,878
DINOV3_0078,1013,877,39,23,416,inf,inf,1032,888
DINOV3_0079,3187,877,43,7,272,inf,inf,3208,880
DINOV3_0080,3699,893,63,27,944,inf,inf,3730,906
DINOV3_0081,1366,897,75,23,1280,inf,inf,1403,908
DINOV3_0082,1037,901,23,15,304,inf,inf,1048,908
DINOV3_0083,1157,901,75,79,2912,inf,inf,1194,940
DINOV3_0084,933,917,103,103,2928,inf,inf,984,968
DINOV3_0085,1289,933,15,7,112,inf,inf,1296,936
DINOV3_0086,1337,933,23,27,368,inf,inf,1348,946
DINOV3_0087,1446,933,87,47,1312,inf,inf,1489,956
DINOV3_0088,2666,933,39,23,480,inf,inf,2685,944
DINOV3_0089,3451,941,151,132,11812,inf,inf,3526,1007
DINOV3_0090,2839,953,59,15,720,inf,inf,2868,960
DINOV3_0091,3583,953,23,7,160,inf,inf,3594,956
DINOV3_0092,589,957,23,15,272,inf,inf,600,964
DINOV3_0093,3039,961,43,15,464,inf,inf,3060,968
DINOV3_0094,3231,969,79,19,976,inf,inf,3270,978
DINOV3_0095,857,985,83,52,1132,inf,inf,898,1011
DINOV3_0096,3763,985,23,7,112,inf,inf,3774,988
DINOV3_0097,1265,989,59,52,1520,inf,inf,1294,1015
DINOV3_0098,853,993,23,15,192,inf,inf,864,1000
DINOV3_0099,77,1005,31,20,608,inf,inf,92,1015
DINOV3_0100,0,1017,28,34,633,1.92,1.19,14,1034
DINOV3_0101,306,1035,54,41,1497,1.51,1.17,333,1055
DINOV3_0102,3075,1038,207,103,11072,inf,inf,3178,1089
DINOV3_0103,2731,1046,43,15,400,inf,inf,2752,1053
DINOV3_0104,865,1050,35,15,464,inf,inf,882,1057
DINOV3_0105,3895,1050,19,7,112,inf,inf,3904,1053
DINOV3_0106,2871,1058,103,31,2240,inf,inf,2922,1073
DINOV3_0107,1321,1066,31,23,512,inf,inf,1336,1077
DINOV3_0108,2670,1066,39,27,416,inf,inf,2689,1079
DINOV3_0109,2803,1082,67,35,1632,inf,inf,2836,1099
DINOV3_0110,3027,1082,43,15,400,inf,inf,3048,1089
DINOV3_0111,1374,1094,91,31,1360,inf,inf,1419,1109
DINOV3_0112,1045,1098,35,43,912,inf,inf,1062,1119
DINOV3_0113,3347,1102,115,31,2368,inf,inf,3404,1117
DINOV3_0114,2658,1114,43,15,560,inf,inf,2679,1121
DINOV3_0115,3263,1146,119,103,6144,inf,inf,3322,1197
DINOV3_0116,3895,1186,43,11,416,inf,inf,3916,1191
DINOV3_0117,3767,1194,47,7,320,inf,inf,3790,1197
DINOV3_0118,4039,1210,55,379,4528,inf,inf,4066,1399
DINOV3_0119,201,1250,27,19,288,inf,inf,214,1259
DINOV3_0120,3911,1274,51,15,544,inf,inf,3936,1281
DINOV3_0121,249,1334,75,67,3120,inf,inf,286,1367
DINOV3_0122,741,1334,23,19,352,inf,inf,752,1343
DINOV3_0123,729,1362,19,15,240,inf,inf,738,1369
DINOV3_0124,685,1402,11,23,176,inf,inf,690,1413
DINOV3_0125,693,1418,27,39,448,inf,inf,706,1437
DINOV3_0126,4075,1610,19,552,2932,inf,inf,4084,1886
DINOV3_0127,85,1678,15,23,272,inf,inf,92,1689
DINOV3_0128,3423,1690,11,11,112,inf,inf,3428,1695
DINOV3_0129,3035,1750,15,19,160,inf,inf,3042,1759
DINOV3_0130,3055,1778,19,15,176,inf,inf,3064,1785
DINOV3_0131,3811,1810,19,15,144,inf,inf,3820,1817
DINOV3_0132,3091,1834,19,19,192,inf,inf,3100,1843
DINOV3_0133,3111,1866,15,23,160,inf,inf,3118,1877
DINOV3_0134,3179,1970,11,15,128,inf,inf,3184,1977
DINOV3_0135,1,2083,3,147,592,inf,inf,2,2156
DINOV3_0136,609,2163,39,51,1136,inf,inf,628,2188
DINOV3_0137,4079,2191,15,363,1984,inf,inf,4086,2372
DINOV3_0138,585,2199,15,15,144,inf,inf,592,2206
DINOV3_0139,4043,2215,27,19,384,inf,inf,4056,2224
DINOV3_0140,557,2239,47,31,672,inf,inf,580,2254
DINOV3_0141,3371,2255,27,27,272,inf,inf,3384,2268
DINOV3_0142,713,2259,75,39,1920,inf,inf,750,2278
DINOV3_0143,805,2267,15,11,128,inf,inf,812,2272
DINOV3_0144,3587,2267,31,35,480,inf,inf,3602,2284
DINOV3_0145,4051,2271,23,15,240,inf,inf,4062,2278
DINOV3_0146,629,2307,19,27,336,inf,inf,638,2320
DINOV3_0147,3615,2311,47,39,1248,inf,inf,3638,2330
DINOV3_0148,725,2327,123,195,9344,inf,inf,786,2424
DINOV3_0149,273,2339,19,11,192,inf,inf,282,2344
DINOV3_0150,593,2339,131,59,2496,inf,inf,658,2368
DINOV3_0151,681,2383,31,19,432,inf,inf,696,2392
DINOV3_0152,3651,2383,119,95,6944,inf,inf,3710,2430
DINOV3_0153,1,2387,267,683,44976,inf,inf,134,2728
DINOV3_0154,385,2411,19,11,176,inf,inf,394,2416
DINOV3_0155,321,2435,47,51,1552,inf,inf,344,2460
DINOV3_0156,573,2435,63,39,1360,inf,inf,604,2454
DINOV3_0157,4043,2467,19,11,144,inf,inf,4052,2472
DINOV3_0158,393,2487,211,179,10832,inf,inf,498,2576
DINOV3_0159,553,2487,171,99,8960,inf,inf,638,2536
DINOV3_0160,241,2491,23,15,256,inf,inf,252,2498
DINOV3_0161,789,2527,15,19,224,inf,inf,796,2536
DINOV3_0162,285,2575,31,27,592,inf,inf,300,2588
DINOV3_0163,697,2587,19,15,192,inf,inf,706,2594
DINOV3_0164,3671,2607,11,23,224,inf,inf,3676,2618
DINOV3_0165,4059,2619,35,107,1248,inf,inf,4076,2672
DINOV3_0166,269,2623,55,11,560,inf,inf,296,2628
DINOV3_0167,3783,2631,31,23,448,inf,inf,3798,2642
DINOV3_0168,3631,2639,23,11,208,inf,inf,3642,2644
DINOV3_0169,289,2647,23,11,192,inf,inf,300,2652
DINOV3_0170,3395,2659,15,7,128,inf,inf,3402,2662
DINOV3_0171,497,2667,19,15,272,inf,inf,506,2674
DINOV3_0172,933,2683,39,23,608,inf,inf,952,2694
DINOV3_0173,369,2699,11,11,112,inf,inf,374,2704
DINOV3_0174,3627,2703,11,11,128,inf,inf,3632,2708
DINOV3_0175,573,2707,79,63,2144,inf,inf,612,2738
DINOV3_0176,413,2739,23,15,256,inf,inf,424,2746
DINOV3_0177,481,2751,75,35,1360,inf,inf,518,2768
DINOV3_0178,409,2763,51,23,896,inf,inf,434,2774
DINOV3_0179,4091,2763,3,47,192,inf,inf,4092,2786
DINOV3_0180,3755,2775,35,23,512,inf,inf,3772,2786
DINOV3_0181,925,2783,43,43,1120,inf,inf,946,2804
DINOV3_0182,969,2815,19,15,240,inf,inf,978,2822
DINOV3_0183,209,2831,43,23,592,inf,inf,230,2842
DINOV3_0184,681,2847,23,15,272,inf,inf,692,2854
DINOV3_0185,173,2851,19,7,128,inf,inf,182,2854
DINOV3_0186,669,2855,563,215,40304,inf,inf,950,2962
DINOV3_0187,909,2859,47,51,1168,inf,inf,932,2884
DINOV3_0188,85,2867,27,23,352,inf,inf,98,2878
DINOV3_0189,1690,2867,27,7,144,inf,inf,1703,2870
DINOV3_0190,3987,2867,23,7,128,inf,inf,3998,2870
DINOV3_0191,441,2891,23,23,320,inf,inf,452,2902
DINOV3_0192,857,2899,19,7,144,inf,inf,866,2902
DINOV3_0193,1746,2903,19,15,176,inf,inf,1755,2910
DINOV3_0194,1482,2947,179,51,3472,inf,inf,1571,2972
DINOV3_0195,1402,2975,787,95,20336,inf,inf,1795,3022
DINOV3_0196,497,2983,15,11,112,inf,inf,504,2988
DINOV3_0197,497,3031,135,39,1552,inf,inf,564,3050
DINOV3_0198,693,3035,23,11,176,inf,inf,704,3040
DINOV3_0199,1325,3063,39,7,224,inf,inf,1344,3066
DINOV3_0200,3179,3063,99,7,416,inf,inf,3228,3066
DINOV3_0201,177,3067,39,3,160,inf,inf,196,3068
DINOV3_0202,257,3067,27,3,112,inf,inf,270,3068
DINOV3_0203,433,3067,51,3,208,inf,inf,458,3068
DINOV3_0204,2206,3067,71,3,288,inf,inf,2241,3068
DINOV3_0205,2322,3067,27,3,112,inf,inf,2335,3068
DINOV3_0206,2907,3067,39,3,160,inf,inf,2926,3068
