tree_id,bbox_x,bbox_y,bbox_w,bbox_h,area_px,max_height_m,mean_height_m,center_x_px,center_y_px
DINOV3_0060,3447,1946,27,15,352,inf,inf,3460,1953
DINOV3_0061,3599,1946,31,15,416,inf,inf,3614,1953
DINOV3_0062,3503,1974,155,27,3280,inf,inf,3580,1987
DINOV3_0063,3987,1982,95,63,4736,inf,inf,4034,2013
DINOV3_0064,3475,2010,27,15,400,inf,inf,3488,2017
DINOV3_0065,3559,2010,63,23,960,inf,inf,3590,2021
DINOV3_0066,3639,2010,11,11,144,inf,inf,3644,2015
DINOV3_0067,3491,2046,15,12,192,inf,inf,3498,2052
DINOV3_0068,3579,2051,35,27,832,inf,inf,3596,2064
DINOV3_0069,3619,2051,103,23,2048,inf,inf,3670,2062
DINOV3_0070,3743,2059,31,15,432,inf,inf,3758,2066
DINOV3_0071,3795,2059,35,11,352,inf,inf,3812,2064
DINOV3_0072,433,2067,11,15,160,inf,inf,438,2074
DINOV3_0073,1552,2100,16,17,199,1.39,1.17,1560,2108
DINOV3_0074,3845,2111,23,24,424,2.16,1.36,3856,2123
DINOV3_0075,3678,2120,80,61,3265,17.2,5.07,3718,2150
DINOV3_0076,3891,2135,71,27,1456,inf,inf,3926,2148
DINOV3_0077,3563,2143,15,7,128,inf,inf,3570,2146
DINOV3_0078,361,2191,127,91,5104,inf,inf,424,2236
DINOV3_0079,3619,2391,99,27,1472,inf,inf,3668,2404
DINOV3_0080,3819,2419,55,19,480,inf,inf,3846,2428
DINOV3_0081,1890,2431,63,19,1024,inf,inf,1921,2440
DINOV3_0082,3019,2431,31,43,752,inf,inf,3034,2452
DINOV3_0083,753,2443,15,11,128,inf,inf,760,2448
DINOV3_0084,3795,2459,79,95,4640,inf,inf,3834,2506
DINOV3_0085,2799,2471,23,15,272,inf,inf,2810,2478
DINOV3_0086,149,2503,19,11,160,inf,inf,158,2508
DINOV3_0087,557,2523,71,39,1264,inf,inf,592,2542
DINOV3_0088,3771,2563,15,51,336,inf,inf,3778,2588
DINOV3_0089,3079,2567,23,23,368,inf,inf,3090,2578
DINOV3_0090,3363,2567,103,75,2848,inf,inf,3414,2604
DINOV3_0091,3063,2611,27,15,320,inf,inf,3076,2618
DINOV3_0092,3587,2611,35,11,224,inf,inf,3604,2616
DINOV3_0093,961,2635,15,27,352,inf,inf,968,2648
DINOV3_0094,717,2651,227,115,6912,inf,inf,830,2708
DINOV3_0095,3339,2683,23,39,560,inf,inf,3350,2702
DINOV3_0096,1614,2727,11,11,112,inf,inf,1619,2732
DINOV3_0097,217,2731,51,27,496,inf,inf,242,2744
DINOV3_0098,3331,2735,27,55,976,inf,inf,3344,2762
DINOV3_0099,3279,2747,35,55,1328,inf,inf,3296,2774
DINOV3_0100,3811,2791,15,27,288,inf,inf,3818,2804
DINOV3_0101,2422,2803,27,7,144,inf,inf,2435,2806
DINOV3_0102,3815,2835,19,15,144,inf,inf,3824,2842
DINOV3_0103,1510,2839,31,19,352,inf,inf,1525,2848
DINOV3_0104,3663,2839,75,63,1760,inf,inf,3700,2870
DINOV3_0105,3111,2847,111,43,1952,inf,inf,3166,2868
DINOV3_0106,41,2930,63,40,1725,1.92,1.34,72,2950
DINOV3_0107,3023,2947,23,7,112,inf,inf,3034,2950
DINOV3_0108,3063,2955,23,15,192,inf,inf,3074,2962
DINOV3_0109,853,2963,23,7,144,inf,inf,864,2966
DINOV3_0110,3031,2991,39,15,448,inf,inf,3050,2998
DINOV3_0111,2046,3023,683,47,8480,inf,inf,2387,3046
DINOV3_0112,48,3025,130,46,3561,5.17,2.07,113,3048
DINOV3_0113,1518,3027,483,43,4848,inf,inf,1759,3048
DINOV3_0114,1818,3027,27,11,224,inf,inf,1831,3032
DINOV3_0115,565,3039,367,31,3344,inf,inf,748,3054
DINOV3_0116,1009,3043,323,27,1984,inf,inf,1170,3056
DINOV3_0117,1366,3067,43,3,176,inf,inf,1387,3068
